GEN_TPS_1,GEN_TPS_2,ShutdownGenCapacity
Oahu_AES,2030072306,2.84217094304e-14
Oahu_AES,2030072308,0.0
Oahu_AES,2030072310,0.0
Oahu_AES,2030072312,2.84217094304e-14
Oahu_AES,2030072314,0.0
Oahu_AES,2030072316,2.84217094304e-14
Oahu_AES,2030072318,0.0
Oahu_AES,2030072320,2.84217094304e-14
Oahu_AES,2030072322,0.0
Oahu_AES,2030082300,0.0
Oahu_AES,2030082302,0.0
Oahu_AES,2030082304,2.84217094304e-14
Oahu_AES,2030082306,0.0
Oahu_AES,2030082308,2.84217094304e-14
Oahu_AES,2030082310,0.0
Oahu_AES,2030082312,0.0
Oahu_AES,2030082314,2.84217094304e-14
Oahu_AES,2030082316,0.0
Oahu_AES,2030082318,0.0
Oahu_AES,2030082320,0.0
Oahu_AES,2030082322,2.84217094304e-14
Oahu_AES,2030092300,0.0
Oahu_AES,2030092302,2.84217094304e-14
Oahu_AES,2030092304,0.0
Oahu_AES,2030092306,2.84217094304e-14
Oahu_AES,2030092308,0.0
Oahu_AES,2030092310,0.0
Oahu_AES,2030092312,2.84217094304e-14
Oahu_AES,2030092314,0.0
Oahu_AES,2030092316,0.0
Oahu_AES,2030092318,2.84217094304e-14
Oahu_AES,2030092320,0.0
Oahu_AES,2030092322,0.0
Oahu_AES,2030102300,0.0
Oahu_AES,2030102302,2.84217094304e-14
Oahu_AES,2030102304,0.0
Oahu_AES,2030102306,0.0
Oahu_AES,2030102308,2.84217094304e-14
Oahu_AES,2030102310,0.0
Oahu_AES,2030102312,0.0
Oahu_AES,2030102314,0.0
Oahu_AES,2030102316,2.84217094304e-14
Oahu_AES,2030102318,0.0
Oahu_AES,2030102320,0.0
Oahu_AES,2030102322,2.84217094304e-14
Oahu_AES,2030112300,0.0
Oahu_AES,2030112302,2.84217094304e-14
Oahu_AES,2030112304,0.0
Oahu_AES,2030112306,0.0
Oahu_AES,2030112308,2.84217094304e-14
Oahu_AES,2030112310,0.0
Oahu_AES,2030112312,0.0
Oahu_AES,2030112314,0.0
Oahu_AES,2030112316,2.84217094304e-14
Oahu_AES,2030112318,0.0
Oahu_AES,2030112320,2.84217094304e-14
Oahu_AES,2030112322,0.0
Oahu_AES,2030122300,0.0
Oahu_AES,2030122302,2.84217094304e-14
Oahu_AES,2030122304,0.0
Oahu_AES,2030122306,0.0
Oahu_AES,2030122308,2.84217094304e-14
Oahu_AES,2030122310,0.0
Oahu_AES,2030122312,2.84217094304e-14
Oahu_AES,2030122314,0.0
Oahu_AES,2030122316,0.0
Oahu_AES,2030122318,0.0
Oahu_AES,2030122320,2.84217094304e-14
Oahu_AES,2030122322,0.0
Oahu_AES,2035012300,0.0
Oahu_AES,2035012302,2.84217094304e-14
Oahu_AES,2035012304,0.0
Oahu_AES,2035012306,0.0
Oahu_AES,2035012308,2.84217094304e-14
Oahu_AES,2035012310,0.0
Oahu_AES,2035012312,0.0
Oahu_AES,2035012314,2.84217094304e-14
Oahu_AES,2035012316,0.0
Oahu_AES,2035012318,0.0
Oahu_AES,2035012320,0.0
Oahu_AES,2035012322,2.84217094304e-14
Oahu_AES,2035022300,0.0
Oahu_AES,2035022302,2.84217094304e-14
Oahu_AES,2035022304,0.0
Oahu_AES,2035022306,0.0
Oahu_AES,2035022308,2.84217094304e-14
Oahu_AES,2035022310,0.0
Oahu_AES,2035022312,2.84217094304e-14
Oahu_AES,2035022314,0.0
Oahu_AES,2035022316,0.0
Oahu_AES,2035022318,0.0
Oahu_AES,2035022320,2.84217094304e-14
Oahu_AES,2035022322,0.0
Oahu_AES,2035032300,0.0
Oahu_AES,2035032302,2.84217094304e-14
Oahu_AES,2035032304,0.0
Oahu_AES,2035032306,2.84217094304e-14
Oahu_AES,2035032308,0.0
Oahu_AES,2035032310,0.0
Oahu_AES,2035032312,2.84217094304e-14
Oahu_AES,2035032314,0.0
Oahu_AES,2035032316,0.0
Oahu_AES,2035032318,0.0
Oahu_AES,2035032320,2.84217094304e-14
Oahu_AES,2035032322,0.0
Oahu_AES,2035042300,2.84217094304e-14
Oahu_AES,2035042302,0.0
Oahu_AES,2035042304,0.0
Oahu_AES,2035042306,2.84217094304e-14
Oahu_AES,2035042308,0.0
Oahu_AES,2035042310,2.84217094304e-14
Oahu_AES,2035042312,0.0
Oahu_AES,2035042314,0.0
Oahu_AES,2035042316,2.84217094304e-14
Oahu_AES,2035042318,0.0
Oahu_AES,2035042320,0.0
Oahu_AES,2035042322,0.0
Oahu_AES,2035052300,2.84217094304e-14
Oahu_AES,2035052302,0.0
Oahu_AES,2035052304,2.84217094304e-14
Oahu_AES,2035052306,0.0
Oahu_AES,2035052308,0.0
Oahu_AES,2035052310,0.0
Oahu_AES,2035052312,0.0
Oahu_AES,2035052314,0.0
Oahu_AES,2035052316,2.84217094304e-14
Oahu_AES,2035052318,0.0
Oahu_AES,2035052320,2.84217094304e-14
Oahu_AES,2035052322,0.0
Oahu_AES,2035062300,0.0
Oahu_AES,2035062302,2.84217094304e-14
Oahu_AES,2035062304,0.0
Oahu_AES,2035062306,0.0
Oahu_AES,2035062308,2.84217094304e-14
Oahu_AES,2035062310,0.0
Oahu_AES,2035062312,2.84217094304e-14
Oahu_AES,2035062314,0.0
Oahu_AES,2035062316,2.84217094304e-14
Oahu_AES,2035062318,0.0
Oahu_AES,2035062320,0.0
Oahu_AES,2035062322,2.84217094304e-14
Oahu_AES,2035072300,0.0
Oahu_AES,2035072302,0.0
Oahu_AES,2035072304,2.84217094304e-14
Oahu_AES,2035072306,0.0
Oahu_AES,2035072308,0.0
Oahu_AES,2035072310,2.84217094304e-14
Oahu_AES,2035072312,0.0
Oahu_AES,2035072314,2.84217094304e-14
Oahu_AES,2035072316,0.0
Oahu_AES,2035072318,0.0
Oahu_AES,2035072320,2.84217094304e-14
Oahu_AES,2035072322,0.0
Oahu_AES,2035082300,2.84217094304e-14
Oahu_AES,2035082302,0.0
Oahu_AES,2035082304,0.0
Oahu_AES,2035082306,2.84217094304e-14
Oahu_AES,2035082308,0.0
Oahu_AES,2035082310,2.84217094304e-14
Oahu_AES,2035082312,0.0
Oahu_AES,2035082314,0.0
Oahu_AES,2035082316,0.0
Oahu_AES,2035082318,2.84217094304e-14
Oahu_AES,2035082320,0.0
Oahu_AES,2035082322,0.0
Oahu_AES,2035092300,0.0
Oahu_AES,2035092302,2.84217094304e-14
Oahu_AES,2035092304,0.0
Oahu_AES,2035092306,2.84217094304e-14
Oahu_AES,2035092308,0.0
Oahu_AES,2035092310,0.0
Oahu_AES,2035092312,2.84217094304e-14
Oahu_AES,2035092314,0.0
Oahu_AES,2035092316,0.0
Oahu_AES,2035092318,2.84217094304e-14
Oahu_AES,2035092320,0.0
Oahu_AES,2035092322,0.0
Oahu_AES,2035102300,0.0
Oahu_AES,2035102302,2.84217094304e-14
Oahu_AES,2035102304,0.0
Oahu_AES,2035102306,2.84217094304e-14
Oahu_AES,2035102308,0.0
Oahu_AES,2035102310,0.0
Oahu_AES,2035102312,2.84217094304e-14
Oahu_AES,2035102314,0.0
Oahu_AES,2035102316,2.84217094304e-14
Oahu_AES,2035102318,0.0
Oahu_AES,2035102320,0.0
Oahu_AES,2035102322,2.84217094304e-14
Oahu_AES,2035112300,0.0
Oahu_AES,2035112302,2.84217094304e-14
Oahu_AES,2035112304,0.0
Oahu_AES,2035112306,2.84217094304e-14
Oahu_AES,2035112308,0.0
Oahu_AES,2035112310,2.84217094304e-14
Oahu_AES,2035112312,0.0
Oahu_AES,2035112314,2.84217094304e-14
Oahu_AES,2035112316,0.0
Oahu_AES,2035112318,0.0
Oahu_AES,2035112320,0.0
Oahu_AES,2035112322,2.84217094304e-14
Oahu_AES,2035122300,0.0
Oahu_AES,2035122302,2.84217094304e-14
Oahu_AES,2035122304,0.0
Oahu_AES,2035122306,0.0
Oahu_AES,2035122308,2.84217094304e-14
Oahu_AES,2035122310,0.0
Oahu_AES,2035122312,2.84217094304e-14
Oahu_AES,2035122314,0.0
Oahu_AES,2035122316,2.84217094304e-14
Oahu_AES,2035122318,0.0
Oahu_AES,2035122320,2.84217094304e-14
Oahu_AES,2035122322,0.0
Oahu_AES,2040012300,0.0
Oahu_AES,2040012302,2.84217094304e-14
Oahu_AES,2040012304,0.0
Oahu_AES,2040012306,2.84217094304e-14
Oahu_AES,2040012308,0.0
Oahu_AES,2040012310,0.0
Oahu_AES,2040012312,2.84217094304e-14
Oahu_AES,2040012314,0.0
Oahu_AES,2040012316,2.84217094304e-14
Oahu_AES,2040012318,0.0
Oahu_AES,2040012320,2.84217094304e-14
Oahu_AES,2040012322,0.0
Oahu_AES,2040022300,0.0
Oahu_AES,2040022302,0.0
Oahu_AES,2040022304,2.84217094304e-14
Oahu_AES,2040022306,0.0
Oahu_AES,2040022308,2.84217094304e-14
Oahu_AES,2040022310,0.0
Oahu_AES,2040022312,0.0
Oahu_AES,2040022314,2.84217094304e-14
Oahu_AES,2040022316,0.0
Oahu_AES,2040022318,0.0
Oahu_AES,2040022320,2.84217094304e-14
Oahu_AES,2040022322,0.0
Oahu_AES,2040032300,0.0
Oahu_AES,2040032302,2.84217094304e-14
Oahu_AES,2040032304,0.0
Oahu_AES,2040032306,2.84217094304e-14
Oahu_AES,2040032308,0.0
Oahu_AES,2040032310,0.0
Oahu_AES,2040032312,2.84217094304e-14
Oahu_AES,2040032314,0.0
Oahu_AES,2040032316,2.84217094304e-14
Oahu_AES,2040032318,0.0
Oahu_AES,2040032320,0.0
Oahu_AES,2040032322,2.84217094304e-14
Oahu_AES,2040042300,0.0
Oahu_AES,2040042302,2.84217094304e-14
Oahu_AES,2040042304,0.0
Oahu_AES,2040042306,0.0
Oahu_AES,2040042308,2.84217094304e-14
Oahu_AES,2040042310,0.0
Oahu_AES,2040042312,0.0
Oahu_AES,2040042314,0.0
Oahu_AES,2040042316,2.84217094304e-14
Oahu_AES,2040042318,0.0
Oahu_AES,2040042320,0.0
Oahu_AES,2040042322,2.84217094304e-14
Oahu_AES,2040052300,0.0
Oahu_AES,2040052302,2.84217094304e-14
Oahu_AES,2040052304,0.0
Oahu_AES,2040052306,2.84217094304e-14
Oahu_AES,2040052308,0.0
Oahu_AES,2040052310,2.84217094304e-14
Oahu_AES,2040052312,0.0
Oahu_AES,2040052314,0.0
Oahu_AES,2040052316,0.0
Oahu_AES,2040052318,2.84217094304e-14
Oahu_AES,2040052320,0.0
Oahu_AES,2040052322,0.0
Oahu_AES,2040062300,2.84217094304e-14
Oahu_AES,2040062302,0.0
Oahu_AES,2040062304,0.0
Oahu_AES,2040062306,2.84217094304e-14
Oahu_AES,2040062308,0.0
Oahu_AES,2040062310,2.84217094304e-14
Oahu_AES,2040062312,0.0
Oahu_AES,2040062314,0.0
Oahu_AES,2040062316,0.0
Oahu_AES,2040062318,2.84217094304e-14
Oahu_AES,2040062320,0.0
Oahu_AES,2040062322,0.0
Oahu_AES,2040072300,0.0
Oahu_AES,2040072302,2.84217094304e-14
Oahu_AES,2040072304,0.0
Oahu_AES,2040072306,0.0
Oahu_AES,2040072308,2.84217094304e-14
Oahu_AES,2040072310,0.0
Oahu_AES,2040072312,2.84217094304e-14
Oahu_AES,2040072314,0.0
Oahu_AES,2040072316,0.0
Oahu_AES,2040072318,2.84217094304e-14
Oahu_AES,2040072320,0.0
Oahu_AES,2040072322,2.84217094304e-14
Oahu_AES,2040082300,2.84217094304e-14
Oahu_AES,2040082302,0.0
Oahu_AES,2040082304,0.0
Oahu_AES,2040082306,0.0
Oahu_AES,2040082308,2.84217094304e-14
Oahu_AES,2040082310,0.0
Oahu_AES,2040082312,2.84217094304e-14
Oahu_AES,2040082314,0.0
Oahu_AES,2040082316,0.0
Oahu_AES,2040082318,0.0
Oahu_AES,2040082320,2.84217094304e-14
Oahu_AES,2040082322,0.0
Oahu_AES,2040092300,2.84217094304e-14
Oahu_AES,2040092302,0.0
Oahu_AES,2040092304,2.84217094304e-14
Oahu_AES,2040092306,0.0
Oahu_AES,2040092308,2.84217094304e-14
Oahu_AES,2040092310,0.0
Oahu_AES,2040092312,0.0
Oahu_AES,2040092314,2.84217094304e-14
Oahu_AES,2040092316,0.0
Oahu_AES,2040092318,0.0
Oahu_AES,2040092320,2.84217094304e-14
Oahu_AES,2040092322,0.0
Oahu_AES,2040102300,0.0
Oahu_AES,2040102302,2.84217094304e-14
Oahu_AES,2040102304,0.0
Oahu_AES,2040102306,0.0
Oahu_AES,2040102308,0.0
Oahu_AES,2040102310,2.84217094304e-14
Oahu_AES,2040102312,0.0
Oahu_AES,2040102314,2.84217094304e-14
Oahu_AES,2040102316,0.0
Oahu_AES,2040102318,0.0
Oahu_AES,2040102320,2.84217094304e-14
Oahu_AES,2040102322,0.0
Oahu_AES,2040112300,2.84217094304e-14
Oahu_AES,2040112302,0.0
Oahu_AES,2040112304,0.0
Oahu_AES,2040112306,2.84217094304e-14
Oahu_AES,2040112308,0.0
Oahu_AES,2040112310,0.0
Oahu_AES,2040112312,0.0
Oahu_AES,2040112314,0.0
Oahu_AES,2040112316,2.84217094304e-14
Oahu_AES,2040112318,0.0
Oahu_AES,2040112320,0.0
Oahu_AES,2040112322,0.0
Oahu_AES,2040122300,2.84217094304e-14
Oahu_AES,2040122302,0.0
Oahu_AES,2040122304,2.84217094304e-14
Oahu_AES,2040122306,0.0
Oahu_AES,2040122308,2.84217094304e-14
Oahu_AES,2040122310,0.0
Oahu_AES,2040122312,2.84217094304e-14
Oahu_AES,2040122314,0.0
Oahu_AES,2040122316,0.0
Oahu_AES,2040122318,0.0
Oahu_AES,2040122320,2.84217094304e-14
Oahu_AES,2040122322,0.0
Oahu_AES,2045012300,0.0
Oahu_AES,2045012302,0.0
Oahu_AES,2045012304,2.84217094304e-14
Oahu_AES,2045012306,0.0
Oahu_AES,2045012308,2.84217094304e-14
Oahu_AES,2045012310,0.0
